Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
15276,31200,38688,12.5,4963.92,20123.34,20123.5,8,O,622,1,46,44,28,1,1,Limited Liability Company,1,0,3,0,53,General Merchandise Stores,1875,971,904,122300,53454,37.1,6,42,254,6140,922,19,941,WI,H,S3
3922,6400,7616,12.5,706.56,6751.32,7798,3,R,609,8,28,20,18,1,7,Corporation,7,6,4,1,50,Wholesale Trade-Durable Goods,52735,25516,27219,237900,71512,38.8,6,1590,22369,897495,18425,1177,19602,IL,B,S1
43434,115000,142600,12.5,17871,74148.68,74148.3333,6,O,708,10,30,30,19,0,0,Sole Proprietorship,10,0,1,0,58,Eating and Drinking Places,32253,15396,16857,94100,33121,33.4,5,1172,19186,505359,11137,1166,12303,NY,H,S4
9782,19200,23808,12.5,2273.28,32808.42,32806.4809,3,R,647,6,47,45,33,0,2,Corporation,10,14,7,0,58,Eating and Drinking Places,36200,17880,18320,92500,37435,34.1,6,1016,18068,489222,13161,1182,14343,AR,B,S2
6051,34000,41650,12.5,4313.76,21754.64,18728.345,11,O,514,2,43,15,16,9,10,Limited Liability Company,1,0,1,0,72,Personal Services,34464,17236,17228,198300,70903,32.6,5,459,3774,106538,12893,186,13079,MI,D,S3
2155,5400,6696,12.5,799.2,3611.46,3611.14286,7,O,593,4,26,14,10,6,6,Corporation,4,1,1,0,58,Eating and Drinking Places,27899,13908,13991,149400,60339,35.7,6,520,6098,212031,9594,441,10035,IL,B,S1
16520,31000,37975,12.5,1798,19774.66,18869.8,10,R,602,8,25,18,15,0,7,Corporation,12,3,1,0,58,Eating and Drinking Places,60460,29829,30631,149000,56128,34.6,5,1594,25007,823889,16217,1701,17918,NY,OTHER,S3
14544,24400,29900,17.5,3731.16,15666,19604.5,4,R,562,5,39,33,28,1,5,Corporation,6,1,1,0,57,Home Furniture and Furnishings Stores,31405,15206,16199,213800,66592,34.3,6,1647,38639,1537219,11726,1761,13487,IL,H,S3
10171,17000,20400,12.5,1020,15271.34,15271.3333,6,O,714,10,12,11,4,0,1,Corporation,2,0,3,0,75,Auto Repair Services and Parking,10506,5127,5379,65200,28145,35,6,216,2590,62917,3288,352,3640,MS,OTHER,S2
7728,13200,15840,12.5,2032.8,12300,16033.75,8,O,545,8,9,4,4,3,2,Corporation,1,0,0,0,17,Construction-Special Trade Contractors,34481,16215,18266,148600,47258,40.9,5,1461,20469,722531,14852,1325,16177,OH,B,S2
13867,33000,38775,12.5,660,35039.88,21259,2,R,547,11,41,38,27,4,14,Sole Proprietorship,2,0,0,0,54,Food Stores,16101,7303,8798,39100,20724,36.5,6,213,2802,72995,5924,492,6416,MO,A,S3
1525,14400,17856,12.5,3196.8,11357.56,11357.6364,11,O,494,5,32,11,20,10,11,Corporation,4,1,0,0,58,Eating and Drinking Places,40424,19602,20822,203400,71166,37,5,1427,15475,491182,15094,1330,16424,NC,B,S2
7016,11000,13473,12.5,2269.12,8626.26,9917.81818,11,O,600,6,7,3,3,1,3,Limited Liability Company,0,2,0,2,59,Miscellaneous Retail Stores,4723,2407,2316,223700,56297,35.5,5,2392,41127,2737738,8192,2020,10212,FL,H,S2
18336,43040,53369.6,10,6847.66,34679.42,41466,3,O,548,5,22,10,10,10,2,Corporation,7,6,0,2,58,Eating and Drinking Places,15391,6932,8459,88800,41222,49.4,5,919,13395,381451,7380,391,7771,FL,H,S4
2544,10000,12250,12.5,2030,11277.24,12850.6,10,O,563,3,25,6,11,12,7,Limited Liability Company,3,0,0,0,84,Museums Art Galleries and Gardens,25898,12170,13728,81700,31661,36.7,5,754,20407,950885,9507,934,10441,SC,H,S2
34298,61800,78850,12.5,15670.06,46342,54802,3,R,495,12,19,15,9,3,1,Corporation,5,11,0,7,58,Eating and Drinking Places,33550,15989,17561,135400,25095,31.2,5,1091,38847,1704902,15539,1442,16981,DC,H,S4
22047,37000,45880,12.5,3285.6,24446.82,24447.0909,11,R,618,5,19,17,12,0,2,Limited Liability Company,21,0,4,0,58,Eating and Drinking Places,17827,8667,9160,157500,58109,39.6,5,422,4016,109952,6729,306,7035,OH,B,S3
2504,11700,13747.5,12.5,1263.6,9039.62,9039,4,O,569,12,6,1,3,1,4,Sole Proprietorship,17,4,0,0,58,Eating and Drinking Places,11442,5549,5893,82900,30761,36.2,5,244,2853,72293,4603,343,4946,GA,OTHER,S2
2429,10000,11750,12.5,1080,8954.66,8954.66667,3,O,495,5,50,30,26,10,10,Corporation,4,1,1,0,58,Eating and Drinking Places,32622,15776,16846,158900,69527,36.6,5,714,9938,322930,13271,398,13669,GA,OTHER,S2
28293,64600,81600,12.5,14114.58,88470,47768.978,10,R,481,2,16,11,8,2,3,Limited Liability Company,0,0,0,0,58,Eating and Drinking Places,65474,32042,33432,520900,68324,31,6,2190,27809,902071,35356,1958,37314,IL,H,S4
15017,34000,40460,8.5,938.4,50433.96,58461.3333,3,R,464,2,21,5,6,12,4,Corporation,4,0,0,0,58,Eating and Drinking Places,45130,22508,22622,186300,68382,36.3,5,2059,31336,1051332,11260,1207,12467,NC,F,S3
6280,10000,11750,5,540,56074.36,23104,1,R,512,10,42,38,20,1,3,Corporation,23,0,1,0,72,Personal Services,156,77,79,331000,55625,68.8,5,46,188,7077,12723,406,13129,MA,OTHER,S2
13559,25600,30080,12.5,1900.8,48268.08,31844,1,R,580,5,19,16,11,3,5,Limited Liability Company,1,5,3,4,56,Apparel and Accessory Stores,9608,4027,5581,213600,60179,41.9,5,391,6373,179811,4486,388,4874,PA,OTHER,S3
21675,38600,47864,12.5,1142.56,25325.2,15929,2,R,681,18,27,25,9,0,2,Corporation,1,0,0,0,75,Auto Repair Services and Parking,5582,2687,2895,142100,58153,44,5,90,1033,27225,2222,40,2262,MI,F,S3
14296,25800,32895,12.5,5398.64,17051.14,17051.1429,7,O,591,8,20,18,6,0,2,Corporation,1,2,1,2,58,Eating and Drinking Places,32079,15575,16504,88200,38396,37.4,5,886,13806,392026,12567,954,13521,OH,B,S3
1256,7000,8330,12.5,966,9940,6111.5,8,O,409,1,17,4,10,3,10,Corporation,2,2,0,1,83,Social Services,14508,7202,7306,128000,59190,33,5,323,3057,62404,6968,278,7246,GA,B,S1
1454,4400,5170,12.5,308,3555.9,4741.28696,5,O,559,3,28,22,15,4,2,Limited Liability Company,1,0,0,0,58,Eating and Drinking Places,50548,25771,24777,388900,48381,32.3,6,990,10079,417614,27535,1302,28837,IL,C,S1
17001,38000,46550,12.5,5785.5,45695.2,13168,1,R,584,14,26,8,8,1,9,Limited Liability Company,3,0,0,0,80,Health Services,22425,10683,11742,134000,44539,41.7,6,1865,29313,988871,9636,2140,11776,AL,H,S3
15880,37800,44415,10,2551.5,51140,58006,4,R,579,31,34,31,23,2,1,Limited Liability Company,25,5,9,0,75,Auto Repair Services and Parking,12902,6033,6869,154100,60263,36.5,5,625,6629,195771,5354,602,5956,PA,D,S3
7693,12600,15624,12.5,1491.84,10786,14142.6667,3,R,650,4,15,13,8,0,2,Corporation,20,3,0,2,58,Eating and Drinking Places,34463,16776,17687,230000,72813,38.7,5,1083,6590,200004,11145,838,11983,NY,B,S2
34609,62000,72850,12.5,5440.5,55768.42,55768.2857,7,O,738,3,24,24,13,0,0,Corporation,1,2,0,0,58,Eating and Drinking Places,7204,3542,3662,384500,107989,43.2,6,519,19959,1253322,2800,321,3121,IL,OTHER,S4
29958,44400,52170,12.5,666,47094.28,12666.4719,1,R,606,5,39,36,20,0,3,Corporation,10,0,1,0,59,Miscellaneous Retail Stores,1143,564,579,78700,25375,46.9,6,19,91,941,503,24,527,AR,OTHER,S4
8412,24000,29760,12.5,3552,16219.52,17708.3077,13,O,533,13,21,18,10,1,2,Sole Proprietorship,7,0,0,0,75,Auto Repair Services and Parking,19110,9019,10091,163500,58833,39.4,5,476,3939,126127,7580,550,8130,PA,B,S3
15672,24000,29760,12.5,5328,17185.02,17185.3333,3,O,622,8,22,16,18,0,6,Limited Liability Company,0,1,0,0,72,Personal Services,37666,17874,19792,142700,32954,23.6,5,878,9662,281232,13884,978,14862,VA,B,S3
2386,7200,8460,12.5,486,7047.1,5511.6,5,R,606,6,37,16,16,6,4,Corporation,21,1,1,0,72,Personal Services,6636,5135,1501,162500,21359,33.8,5,1638,47082,2317347,2662,1767,4429,IN,E,S1
3818,14400,16920,12.5,972,19312,21920,4,R,538,19,15,12,5,1,2,Sole Proprietorship,16,2,1,2,75,Auto Repair Services and Parking,26537,12843,13694,90100,43908,39.6,5,656,11352,295887,10115,673,10788,NY,E,S2
2022,4600,5428,12,469.2,6786.84,6786.97934,2,R,468,6,30,22,18,4,4,Limited Liability Company,19,0,2,0,58,Eating and Drinking Places,29274,13759,15515,144800,57118,41.9,5,851,14128,523460,11207,791,11998,CT,OTHER,S1
14492,24000,28200,12.5,480,38572.8,26633.6,9,R,623,75,24,22,15,0,2,Corporation,12,16,3,14,76,Miscellaneous Repair Services,9442,4466,4976,97400,33102,41.4,5,174,1767,51419,4003,227,4230,MA,A,S3
4371,10400,12896,12.5,1539.2,6858.56,6858.57143,7,O,578,5,7,6,2,1,0,Partnership,2,0,0,0,58,Eating and Drinking Places,16815,8003,8812,115600,45648,32.1,5,561,9441,315565,5750,628,6378,OH,B,S2
97850,143000,170170,10,15787.2,140996,80140,3,R,653,18,52,51,29,0,1,Corporation,15,6,0,1,59,Miscellaneous Retail Stores,73824,36717,37107,163100,42182,33.8,6,1270,15800,444492,21553,1511,23064,IL,B,S4
9449,23200,27608,12.5,2561.28,29891.02,33311.932,1,R,564,2,11,4,4,3,4,Corporation,7,1,3,0,59,Miscellaneous Retail Stores,50766,23827,26939,174300,60487,38.9,5,1787,30041,1252934,17296,1838,19134,NJ,B,S3
3905,6000,7140,12.5,662.4,8903.72,8903.66667,6,R,625,5,46,38,26,0,8,Corporation,14,0,2,0,80,Health Services,11648,5683,5965,412600,106973,42.2,5,994,12697,812382,3380,598,3978,NY,B,S1
2054,10200,11832,12.5,942.48,8022.2,8022.4,5,O,454,3,40,2,4,29,9,Corporation,1,1,0,0,58,Eating and Drinking Places,38441,17929,20512,94200,35364,34.2,5,651,9069,180504,15787,712,16499,OH,B,S2
14034,24900,30876,12.5,3685.2,16387.96,16388,6,O,689,1,20,16,11,2,2,Partnership,1,0,1,0,51,Wholesale Trade-Nondurable Goods,6875,3335,3540,69800,33308,32.8,6,118,1130,23388,2381,171,2552,AL,B,S3
16403,29400,34986,12.5,4057.2,27096.34,27096.5,4,O,578,6,29,26,11,1,2,Corporation,2,1,0,0,59,Miscellaneous Retail Stores,32142,15626,16516,179100,62103,40,5,1446,25750,909349,11965,1204,13169,MI,B,S3
3898,7000,8505,12.5,1301.3,6202.18,5857.5,12,O,455,2,16,3,4,11,2,Limited Liability Company,2,0,0,0,47,Transportation Services,10531,5026,5505,355700,100213,40.9,5,417,3411,182344,2264,76,2340,NJ,H,S1
1700,3000,3720,5,355.2,6604,5895.2,5,R,673,4,30,27,20,0,3,Partnership,4,0,0,0,50,Wholesale Trade-Durable Goods,10433,4988,5445,188800,60812,37.7,5,296,4047,277566,3961,381,4342,MA,B,S1
27452,46600,55454,12.5,2514.44,36719.56,2081.23999,3,R,565,13,26,9,9,8,7,Sole Proprietorship,15,6,1,0,57,Home Furniture and Furnishings Stores,12502,6017,6485,78500,30043,42.3,5,232,3927,117057,4982,301,5283,TN,OTHER,S4
5096,9300,10927.5,12.5,878.86,8357.52,8357.33333,3,O,556,9,84,77,60,3,4,Sole Proprietorship,4,0,3,0,59,Miscellaneous Retail Stores,7274,3377,3897,82100,31600,38.3,5,210,2911,90648,2750,225,2975,MD,OTHER,S2
3365,6000,6900,12.5,468,4614.16,4614.33333,6,O,577,4,30,15,18,4,11,Sole Proprietorship,8,0,1,0,59,Miscellaneous Retail Stores,7676,3568,4108,115900,29272,42.6,5,392,3587,80951,3606,471,4077,WV,B,S1
4824,15700,18448,12.5,1483.72,12311.52,12311.5,4,O,474,2,24,16,13,4,4,Limited Liability Company,2,0,2,0,58,Eating and Drinking Places,13858,6904,6954,122700,48729,37.6,5,273,3084,86857,4851,223,5074,OH,OTHER,S2
5382,9500,11780,12.5,1406,6251,10814.6667,3,O,704,11,17,17,7,0,0,Sole Proprietorship,10,2,2,0,50,Wholesale Trade-Durable Goods,46477,22965,23512,81900,33181,38.5,5,981,19644,513990,17653,943,18596,NC,B,S2
38705,65000,77350,12.5,8970,51265.76,51265.75,8,O,678,10,28,25,17,0,3,Corporation,6,2,6,1,57,Home Furniture and Furnishings Stores,11780,5658,6122,201800,53780,37.2,5,442,5284,129402,4016,415,4431,MA,B,S4
18381,43600,54064,12.5,6452.8,28706.3,28706.3,1,O,466,4,12,0,3,1,11,Corporation,2,2,1,0,56,Apparel and Accessory Stores,2514,1131,1383,350500,68750,21.8,5,199,6675,221223,408,178,586,NY,B,S4
6149,9600,11280,12.5,1036.8,8771.1,8771.33333,3,O,626,2,18,10,10,1,7,Corporation,1,1,0,1,75,Auto Repair Services and Parking,63001,30131,32870,436000,53313,33.7,5,1556,15555,532804,24202,1900,26102,NY,OTHER,S2
11830,23200,27260,12.5,939.6,22212.98,22212.0489,6,R,470,16,33,7,7,6,8,Corporation,5,0,1,0,57,Home Furniture and Furnishings Stores,12256,5977,6279,99500,43357,35.3,5,276,4518,142374,5443,227,5670,SC,OTHER,S3
4932,13000,14950,12.5,1014,20381.34,20381.3333,3,O,527,1,43,30,26,1,12,Corporation,1,0,1,0,72,Personal Services,16884,8316,8568,118500,62047,33.5,6,370,4919,85675,6644,209,6853,MO,B,S2
13178,40200,47838,12.5,4343.78,31665.22,3792.2946,1,O,535,3,13,7,4,4,2,Limited Liability Company,2,1,2,0,58,Eating and Drinking Places,15173,7086,8087,74900,30338,44.7,5,582,7599,176838,5140,629,5769,FL,OTHER,S3
8021,18000,21780,12.5,1080,16178.76,16177.9128,7,O,536,7,44,32,23,1,11,Corporation,1,5,1,0,59,Miscellaneous Retail Stores,21784,11006,10778,86400,30721,43.7,5,337,2900,54671,9802,441,10243,FL,A,S2
14451,30000,35700,12.5,4140,24387.58,24387.3333,3,O,543,3,24,16,15,4,4,Corporation,1,2,1,0,72,Personal Services,66789,33255,33534,375000,55647,30.9,6,1776,19346,600731,38412,1875,40287,IL,B,S3
14507,20600,25544,12.5,2439.04,25880,25880,1,R,444,3,26,15,9,6,5,Sole Proprietorship,3,3,0,0,72,Personal Services,36736,18147,18589,162600,54892,34.4,6,1205,23726,976687,13272,1157,14429,IL,B,S3
1405,3000,3720,12.5,666,3118.28,3118.28571,7,O,572,3,14,8,1,5,1,Sole Proprietorship,2,1,0,0,72,Personal Services,30115,14369,15746,68000,35950,31.8,5,268,2451,55691,9798,346,10144,MI,B,S1
79494,176200,209678,12.5,24315.6,138915.38,138915.5,4,O,633,13,28,25,15,0,3,Corporation,11,4,0,4,58,Eating and Drinking Places,33214,16654,16560,148900,54530,37.8,5,1362,14544,470706,12701,666,13367,FL,B,S4
30839,90000,105750,7,7290,153970.96,153971.4,10,O,598,7,16,3,6,8,5,Corporation,1,3,7,1,59,Miscellaneous Retail Stores,18002,8511,9491,113500,35814,61.4,5,491,4292,97907,9551,533,10084,FL,OTHER,S4
1152,4000,4780,12.5,417,7027.56,7027.55196,1,R,482,2,24,4,7,10,10,Limited Liability Company,2,0,1,0,59,Miscellaneous Retail Stores,19975,9717,10258,149300,64482,34.8,6,533,5407,152346,8889,595,9484,LA,H,S1
22276,43800,54312,12.5,5185.92,28870.62,28348,4,R,598,19,14,13,5,1,0,Corporation,16,2,1,1,54,Food Stores,33844,15934,17910,185600,59945,36.5,5,1345,25752,935526,10534,1037,11571,MI,B,S4
80452,180000,220000,14,20358,103872.12,106966,6,O,578,6,36,30,17,3,3,Corporation,1,3,0,1,58,Eating and Drinking Places,18751,10749,8002,1000001,41002,37.9,5,6278,141633,9409248,15194,6018,21212,NY,OTHER,S4
2429,9200,11408,12.5,1361.6,6108.86,6109.11111,9,O,498,2,24,7,15,7,10,Corporation,1,0,0,0,79,Amusement and Recreational Services,17983,8751,9232,128000,52507,39.5,5,394,3450,131332,8117,285,8402,NJ,B,S2
4503,8400,10416,12.5,1243.2,5543.76,6966.28571,7,O,520,22,14,4,9,0,10,Sole Proprietorship,7,1,3,1,27,Printing Publishing and Allied Industries,16166,7897,8269,122600,51290,39.4,5,317,2852,59979,6312,276,6588,OH,B,S2
18278,32000,38400,12.5,2232,20292.74,20292.4118,7,O,654,9,33,24,24,0,12,Corporation,1,1,6,0,53,General Merchandise Stores,28950,13747,15203,118800,47671,38.4,6,801,11274,291391,11778,728,12506,IL,C,S3
9741,20000,23800,12.5,2208,17356.86,22381,4,R,508,4,15,11,5,2,2,Sole Proprietorship,1,2,2,0,54,Food Stores,46794,21058,25736,53200,27436,33.5,5,540,8397,215538,19215,1064,20279,PA,B,S2
6117,10000,11750,10,200,30754.7,21475,2,R,545,6,32,27,16,3,9,Limited Liability Company,30,28,5,19,72,Personal Services,27977,13645,14332,222000,47171,33.5,5,765,12679,573284,9814,886,10700,CT,A,S2
5960,14600,17155,12.5,394.2,23318.4,23318,1,R,546,21,27,19,15,2,6,Corporation,20,2,2,2,58,Eating and Drinking Places,23055,11337,11718,106400,40899,37.5,5,561,10412,316331,8758,623,9381,OH,A,S2
9051,21600,25704,12.5,2980.8,16987.92,16988,4,O,585,3,25,12,14,2,11,Corporation,3,0,0,0,59,Miscellaneous Retail Stores,46093,22578,23515,125400,38720,32.2,5,537,3010,81311,14341,716,15057,NJ,B,S3
3816,6800,8126,12.5,189.04,10129.26,15462,2,R,477,26,16,1,10,3,12,Corporation,20,12,1,7,59,Miscellaneous Retail Stores,7295,3673,3622,174700,63194,34.7,6,167,1430,47341,3791,75,3866,IL,A,S1
20158,41200,51088,12.5,4878.08,31710,27927.2,5,R,411,12,33,19,14,9,5,Sole Proprietorship,11,0,1,0,72,Personal Services,17891,8854,9037,301000,105091,41.1,5,417,2920,86056,6213,143,6356,MI,B,S4
2277,6000,7350,12.5,681.22,4771.64,4771.66667,6,O,487,2,15,6,5,6,3,Limited Liability Company,1,0,1,0,72,Personal Services,28873,12595,16278,97800,46520,40.3,5,283,3644,89176,11764,313,12077,PA,OTHER,S1
13227,28800,34560,12.5,4435.2,22065.12,22065.2,10,O,553,8,34,24,21,3,7,Corporation,6,1,0,1,57,Home Furniture and Furnishings Stores,35389,17540,17849,83600,30926,29.9,5,1018,12413,339231,9537,994,10531,FL,B,S3
29997,57800,68782,12.5,6245.52,45647.26,45647.5,4,O,603,2,10,1,6,3,6,Corporation,2,1,2,0,57,Home Furniture and Furnishings Stores,14342,6672,7670,109300,44563,37.9,5,1397,37972,1250815,5124,1542,6666,OH,OTHER,S4
5943,12200,15128,12.5,2347.28,16335.34,5427.14544,6,R,526,7,31,28,12,2,1,Sole Proprietorship,1,0,1,0,75,Auto Repair Services and Parking,13639,6411,7228,89300,36328,43.4,5,300,1764,39684,6623,331,6954,FL,B,S2
6846,13400,17085,12.5,3427.04,17840.76,9734.13322,1,R,752,75,23,23,4,0,0,Corporation,4,2,0,0,55,Automotive Dealers and Service Stations,2724,1361,1363,71500,37442,38.7,6,117,1545,35399,870,15,885,WI,B,S2
5988,12200,14823,12.5,2267.98,9590.12,9590.15385,13,O,787,23,8,8,2,0,0,Sole Proprietorship,19,0,0,0,59,Miscellaneous Retail Stores,17048,7929,9119,62200,26136,33.2,5,340,5874,109109,5359,545,5904,SC,H,S2
16966,54000,64260,12.5,5961.6,78607.92,80612,2,R,501,6,14,4,5,7,3,Corporation,4,8,2,4,59,Miscellaneous Retail Stores,15679,7813,7866,197300,65332,36.1,5,412,5520,170542,5236,340,5576,PA,B,S4
24154,40000,46000,12.5,2790,35517.92,33236,1,O,740,1,50,48,27,1,1,Limited Liability Company,6,0,2,0,99,Other,56340,27122,29218,176100,45654,35.7,5,1076,16020,498692,23631,1299,24930,MA,C,S3
11105,30000,35250,10,3543.76,47385.02,47385,4,O,508,41,9,4,6,2,3,Sole Proprietorship,4,0,2,0,58,Eating and Drinking Places,17830,8523,9307,113500,35617,39.6,6,667,8582,206523,9064,967,10031,AL,D,S3
7828,19800,23265,12.5,1069.2,17828,21436,2,R,524,8,11,4,5,4,3,Corporation,1,0,0,0,58,Eating and Drinking Places,25514,12201,13313,219700,42382,56.6,5,999,7999,197788,17908,777,18685,FL,OTHER,S2
92291,164000,203360,12.5,24272,108187.32,126195.5,4,O,496,3,16,12,9,1,3,Corporation,3,3,1,0,53,General Merchandise Stores,21380,10339,11041,464800,65642,37.7,5,1883,28014,1383933,11974,1872,13846,GA,B,S4
60431,146800,179800,12.5,23408,151170.26,249501,2,R,529,14,34,26,20,2,6,Corporation,1,1,2,0,55,Automotive Dealers and Service Stations,45946,23830,22116,66900,31000,32.3,5,675,12825,409194,15315,820,16135,MI,H,S4
13954,27200,31280,12.5,707.2,37226,37226,1,R,638,18,25,24,13,0,1,Partnership,3,0,0,0,53,General Merchandise Stores,43564,21913,21651,101200,31949,26.8,6,920,17758,565940,20279,1168,21447,TN,B,S3
5051,18000,21060,12.5,1447.2,27425.5,17209.8795,9,R,551,9,35,20,16,4,11,Corporation,1,0,0,0,58,Eating and Drinking Places,44880,21718,23162,104900,44765,40.6,5,972,11377,282141,17835,859,18694,PA,B,S2
1776,3600,4464,12.5,532.8,2420,2420,4,O,673,4,11,7,6,2,2,Sole Proprietorship,3,2,6,0,50,Wholesale Trade-Durable Goods,9475,4608,4867,81700,30227,41.6,6,249,2206,46955,4197,404,4601,AL,B,S1
9875,24400,31110,12.5,6240.3,36750.14,36747.7548,3,R,499,2,46,11,11,15,14,Sole Proprietorship,1,0,1,0,58,Eating and Drinking Places,21270,10687,10583,127600,53008,32.8,5,379,4382,248042,10254,285,10539,GA,B,S3
32030,51000,59925,12.5,3060,45855.6,48812,6,O,602,4,17,17,7,0,0,Corporation,3,2,0,0,58,Eating and Drinking Places,12986,6392,6594,101700,34816,34.1,5,343,2993,72475,5232,332,5564,NC,OTHER,S4
56540,100000,117000,10,9373.3,106384.5,120620.5,4,O,524,1,35,24,20,1,10,Limited Liability Company,4,2,0,0,57,Home Furniture and Furnishings Stores,25939,12597,13342,268800,67381,38.6,5,1164,13949,734105,10168,1216,11384,CT,C,S4
7362,24000,29520,12.5,3679.2,15370.22,15370,4,O,494,4,22,8,12,6,8,Sole Proprietorship,1,4,4,0,58,Eating and Drinking Places,40843,19872,20971,75900,40316,36.2,6,598,9459,281747,13651,578,14229,IA,OTHER,S3
8256,18400,21620,5,1490.4,62039.86,62040,5,O,489,2,33,19,16,6,8,Corporation,3,0,0,0,75,Auto Repair Services and Parking,25287,12304,12983,68700,33732,36.7,5,801,10452,246789,9772,860,10632,FL,OTHER,S2
3113,10200,11985,12.5,1204.88,9127.54,10646.8,5,O,595,9,5,2,1,3,0,Sole Proprietorship,8,0,1,0,72,Personal Services,24538,11782,12756,72200,35432,34.1,5,349,10278,489081,9609,420,10029,OH,D,S2
3375,9000,11160,12.5,1398.6,5800.96,6748,15,O,471,5,16,7,10,1,8,Sole Proprietorship,17,5,5,4,75,Auto Repair Services and Parking,36255,17869,18386,190600,56879,36.1,5,1309,29342,1645471,14140,1308,15448,MA,H,S2
6603,19400,23474,12.5,1164,16363.02,11071.0115,1,O,518,57,29,12,13,8,16,Corporation,2,5,0,0,54,Food Stores,25117,12528,12589,124800,52127,37.1,6,308,3967,162461,10808,191,10999,MN,OTHER,S2
19819,36000,42300,7.5,1080,72094.32,72094.32,1,R,452,9,42,9,9,10,9,Corporation,17,2,2,1,58,Eating and Drinking Places,7044,3326,3718,75700,33852,37.5,6,115,1744,44727,3021,195,3216,TN,C,S3
29639,50000,59500,8.5,6900,60554.86,60554.6667,3,O,651,1,24,23,19,0,1,Corporation,1,1,2,0,72,Personal Services,18435,8682,9753,175200,64084,37.9,6,481,2673,70733,8638,285,8923,MN,B,S4
10035,19200,22944,12.5,533.76,17428,20412,4,R,530,27,19,16,12,1,2,Corporation,12,2,0,2,58,Eating and Drinking Places,11612,5572,6040,64800,34307,37,5,240,3321,76906,4263,240,4503,NY,A,S2
35035,91000,106925,12.5,8599.5,87909.62,92269,4,O,492,6,17,10,7,1,6,Corporation,8,3,0,3,58,Eating and Drinking Places,35588,16596,18992,208300,50552,35.8,5,1838,31198,1364792,17193,2108,19301,MD,OTHER,S4
7514,25000,31000,12.5,3885,16099.08,15944.6667,3,O,518,1,30,16,14,4,10,Sole Proprietorship,5,0,3,0,57,Home Furniture and Furnishings Stores,24377,12063,12314,248300,95468,34.5,5,1147,20264,950403,13043,655,13698,GA,H,S3
13232,35400,42126,12.5,4885.2,29872.44,29873.0246,1,O,575,52,14,7,5,4,3,Sole Proprietorship,15,2,3,0,54,Food Stores,12902,6033,6869,154100,60263,36.5,5,625,6629,195771,5354,602,5956,PA,H,S3
26695,63400,74495,12.5,5135.4,57040.06,57039.6667,6,O,505,15,24,7,15,3,14,Corporation,12,1,0,0,75,Auto Repair Services and Parking,50993,23795,27198,113800,38860,41,5,1208,12456,302819,17907,828,18735,FL,OTHER,S4
159808,280000,329000,12.5,15120,264622.42,799296,1,R,547,7,47,36,19,4,7,Corporation,7,8,1,2,52,Building Materials and Hardware,3837,1913,1924,179500,68988,37.1,5,73,881,17503,1462,27,1489,CT,OTHER,S4
4888,14600,18104,12.5,2160.8,9618.62,10414,6,O,581,2,26,9,10,12,5,Corporation,2,0,1,0,58,Eating and Drinking Places,46477,22965,23512,81900,33181,38.5,5,981,19644,513990,17653,943,18596,NC,B,S2
22465,43000,51170,12.5,5934,33925.5,39135.4,10,O,548,22,38,29,25,2,7,Sole Proprietorship,22,1,3,1,80,Health Services,37361,18043,19318,117400,42220,31.3,6,1587,23514,667156,17286,1842,19128,LA,B,S4
5840,10000,11650,12.5,798,10433.72,11787.6667,12,O,569,5,15,7,8,4,4,Corporation,2,1,0,1,57,Home Furniture and Furnishings Stores,17546,8182,9364,124300,50348,40.1,5,472,7287,238180,6591,454,7045,OH,A,S2
14195,24000,27600,10,1872,23799.44,13946.3732,4,O,496,3,5,3,1,2,0,Sole Proprietorship,1,2,2,0,56,Apparel and Accessory Stores,32667,16817,15850,1000001,66601,37.2,5,2297,30296,1772654,21050,1774,22824,NY,B,S3
